Age,Gender,Height,Weight,BMI,Activity Level,Sleep Hours,Water Intake,Goal,Diet Type
54,Female,1.679209701050076,70.14764458542965,24.877298872741726,Medium,6.226577365504736,1.7027508020509419,Bodybuilding,Bodybuilding
40,Female,1.6910492968838462,60.01063538096797,20.985324474413066,Low,5.9033608269283775,2.270183703443603,Weight Loss,Weight Loss
56,Male,1.93487224022465,85.13495017638006,22.74067223077761,Medium,5.4439131671827905,1.9858262295493616,Weight Loss,Weight Loss
62,Male,1.6793023218443561,61.32650473204747,21.74655342508729,Very High,7.470540153238918,4.009280508081289,Bodybuilding,Bodybuilding
32,Male,1.5231646710729394,61.59753835398433,26.550312720139917,Low,9.940131171202815,3.2622232063752628,Maintain,Health & Wellness
60,Male,1.766457035677788,81.4029033294955,26.087576588040037,Medium,8.178504419737116,2.717509265464506,Weight Loss,Weight Loss
46,Female,1.7606498240269324,102.55714491402486,33.08414737458082,High,7.619043174717705,2.1850482004685103,Maintain,Weight Loss
53,Male,1.654107029556012,62.546128897421475,22.85984181923394,High,5.151791463837386,4.090365585768119,Weight Loss,Weight Loss
30,Female,1.9127670457752617,51.30212379675103,14.022039382021497,Low,5.2287046190458915,3.4843531305458892,Weight Loss,Weight Loss
49,Female,1.5103378945257075,87.09766776856455,38.181966118890564,Low,8.42563464190152,2.1433783217711917,Bodybuilding,Bodybuilding
24,Male,1.8249457099587865,72.9256350201864,21.89678333426366,Medium,7.691508338988434,2.5796339476311387,Weight Gain,Weight Gain
39,Male,1.670890329592197,77.53525335865847,27.77175461808485,Medium,6.047024811000804,2.933513820693659,General Health,Health & Wellness
45,Male,1.6049582221720708,70.51492161964674,27.37496442833568,Medium,4.426906707584399,1.876514396517758,Weight Loss,Weight Loss
19,Male,1.940039827793742,78.90392119985839,20.96415175301982,Medium,6.702220345586082,1.8924647276311335,General Health,Weight Gain
59,Female,1.7736696730291281,75.45830696703574,23.98620693828591,Medium,5.651873442330186,4.118152067516183,Weight Gain,Weight Gain
62,Female,1.6701561316801954,62.14808436243298,22.27991871042201,Low,6.207442095957508,2.455215068427129,Weight Loss,Weight Loss
23,Female,1.6681236311133747,80.55816470360087,28.950301697459608,Low,5.074368342890085,2.241702502287217,Weight Loss,Weight Loss
45,Male,1.7275418835370213,77.50150871169737,25.968866035995806,High,8.209681478020496,3.158637690276361,Weight Loss,Weight Loss
45,Female,1.6538036484081635,64.43200559105685,23.557747284993926,Medium,6.084488653646818,1.658475596266292,Maintain,Balanced
61,Male,1.8299608524608804,67.40472067003888,20.128282307427327,Medium,7.76677023934642,2.5123244858335294,Weight Loss,Weight Loss
61,Female,1.7087685393062577,58.21172598125124,19.936274160244103,Medium,7.579897048404916,3.5512005443515506,Weight Loss,Weight Loss
37,Male,1.8017564451697061,76.92832401759135,23.697040038401045,Low,6.127345449868072,1.2620623029397686,Maintain,Health & Wellness
47,Female,1.7207926344996667,77.09240732394102,26.034817064298547,High,6.722241932607737,1.9737814713863022,Weight Gain,Bodybuilding
28,Female,1.7869834999174339,69.41883230624943,21.738832645850156,Very High,9.639633397796873,2.3092707484924073,Weight Gain,Bodybuilding
45,Male,1.8345509751746474,52.91909199997339,15.723630031127236,Medium,5.456215918668816,1.8941518420716927,Weight Loss,Weight Loss
42,Female,1.8680929832265698,39.662078284851816,11.365236804126086,Medium,5.739883669865013,3.42584534278483,Weight Loss,Weight Loss
56,Female,1.749094668762027,66.5291126131122,21.746286158992238,High,4.0,3.492488369126545,Weight Loss,Weight Loss
50,Male,1.6133452914358928,73.54922906774618,28.256832226819835,Low,6.7795063124398105,2.8629135864196025,Weight Gain,Weight Loss
18,Male,1.6827417732471555,79.6701576466759,28.135894347241738,Very High,4.0,2.4320693285008366,Weight Gain,Bodybuilding
44,Male,1.697386213072204,86.99210175380196,30.193849292094708,Low,6.268240766094162,3.7714524277001216,Bodybuilding,Bodybuilding
30,Male,1.6426791161921392,64.64335599708237,23.956227198927692,High,4.287336586264738,2.168888866162553,General Health,Health & Wellness
58,Male,1.6259845776996449,46.268754445899916,17.50068163523437,Medium,8.089349447370292,2.607832828619883,General Health,Health & Wellness
20,Female,1.717450056921041,62.29485063475856,21.11951377457541,Medium,6.747556725482822,2.694667785000661,Weight Gain,Weight Gain
56,Male,1.6016692361892269,102.7489944829878,40.05271058335777,Low,4.0,2.131645031889113,Bodybuilding,Bodybuilding
23,Female,1.5822599509327406,94.66349885481776,37.811758989214624,High,5.548332950286721,2.3429010526759884,Weight Loss,Weight Loss
25,Female,1.5305564168541643,76.42134563871461,32.622406539771504,High,6.2848565468309765,1.626915350428727,Weight Loss,Weight Loss
44,Male,1.7480336694835414,63.525876884199604,20.789836871369676,Very High,7.790262823205632,3.415612126332359,Maintain,Balanced
26,Female,1.7341247978147976,68.63081328765418,22.82224945740029,Medium,8.303227614896079,1.0,Weight Gain,Weight Gain
54,Female,1.6675324496760164,95.72049064222874,34.423603297005414,High,7.5920285609922615,2.5540310104465958,Maintain,Health & Wellness
50,Male,1.799423127576865,73.14986447885498,22.591596867284327,Medium,7.45412309465257,1.923199727648914,Weight Gain,Weight Gain
59,Female,1.6001190642677947,64.2924202562597,25.11048932101795,Medium,7.621031993449714,2.373257113858748,Weight Gain,Weight Gain
61,Male,1.738087410732189,89.89374547761426,29.756801514000642,Low,7.972432784499733,1.0,General Health,Health & Wellness
41,Male,1.705416336043548,40.784873033377735,14.022914212483292,Medium,7.017130190144519,3.365604560545597,General Health,Health & Wellness
32,Male,1.6259319661327227,54.93158007977597,20.778651184811128,High,6.675386655903393,2.225334568769521,Weight Loss,Weight Loss
49,Female,1.6507457570203494,57.925725710510655,21.257446960550283,High,7.276511643650055,2.970577510435716,Maintain,Balanced
49,Female,1.6430504019945558,85.02439014065142,31.495010213936766,Medium,8.74787340040524,2.5153008839572757,Weight Gain,Weight Loss
41,Female,1.7252753969061445,61.588287707769844,20.690990037044745,Medium,4.0,2.336047279971044,Maintain,Balanced
58,Female,1.7593428873655552,43.404578850417465,14.022794431299431,High,4.0,2.8287003655226233,Weight Loss,Weight Loss
29,Male,1.6573606168485404,59.61725653005226,21.70390887845331,Very High,7.8402773866150905,1.551673709227512,Bodybuilding,Bodybuilding
56,Female,1.6287895475882361,62.93566648437632,23.722851395734907,Medium,5.653187717833123,2.507055847339902,Weight Gain,Weight Gain
19,Male,1.7137222128526757,68.98758460945162,23.49038245523693,Very High,7.10469937688777,1.3643840645856693,Maintain,Balanced
20,Female,1.5348248832491544,71.92349262620996,30.5318489826612,Very High,6.952816068803135,1.6784522303609695,Weight Loss,Weight Loss
54,Female,1.7034357466442271,84.51510483560135,29.126132518818807,Medium,10.244068812506809,2.073158315236158,Weight Loss,Health & Wellness
34,Female,1.8561775484521685,65.31950705878964,18.95849541965496,High,8.013145876344325,1.9031732608219953,Weight Gain,Bodybuilding
19,Female,1.6296036729787018,61.25865477753475,23.06765597784095,Medium,8.506995716492183,2.652116943711732,General Health,Health & Wellness
19,Female,1.682314483992505,70.70044946499046,24.980884229055544,High,6.534199182639097,1.3950167348587625,General Health,Health & Wellness
45,Male,1.8024561749302446,73.63973384322847,22.66641218434785,Low,5.79180387930086,3.0044123629666415,Maintain,Health & Wellness
40,Female,1.775467334107515,60.98005183873372,19.344718596368438,Medium,5.730369819987466,4.248693037209419,Weight Gain,Weight Gain
54,Female,1.706183908172485,44.45476883301775,15.270971724832595,Low,8.838875251708641,3.313719997507918,Weight Loss,Weight Loss
49,Female,1.6941471473936558,62.65151494916257,21.828772729794007,High,7.786722016178849,2.8493223691675658,Bodybuilding,Bodybuilding
50,Female,1.5764442424631837,82.11153685043926,33.04052590060962,Very High,7.114103599611464,2.0473894812350277,Weight Loss,Health & Wellness
18,Male,1.74911528208978,68.8177762484516,22.493848532005742,Medium,9.567372764727848,2.6443512309025827,Weight Gain,Weight Gain
36,Female,1.5656624987588597,88.6577651441569,36.167665785928,Low,6.791208431351061,2.949511158572462,Maintain,Health & Wellness
19,Male,1.4934815127878809,77.53832114437616,34.762955415067886,Very High,5.843983001944699,3.3964090921572634,Weight Loss,Weight Loss
61,Female,1.8008103069449934,62.08118590266621,19.143620179886835,Low,6.486602858998722,3.859844056708293,Bodybuilding,Bodybuilding
43,Male,1.738698629839311,92.03558073444943,30.444379942345083,High,8.612459112549043,2.0104175073371553,General Health,Health & Wellness
49,Male,1.7879735695057863,56.964182024084074,17.818850179493783,High,4.9433034447140445,1.2616013239043928,Weight Loss,Weight Loss
23,Male,1.6263490346065343,44.87262915021536,16.96500545985701,High,6.928479943296062,2.885303845659226,General Health,Health & Wellness
49,Male,1.7466363966175598,75.16116997586053,24.637039523199146,Medium,9.414500933449892,2.386772333338166,Weight Gain,Weight Gain
